Course_ID,Course_Name,Category,Duration (hours),Enrolled_Students,Completion_Rate (%),Platform,Price ($),Rating (out of 5),Revenue ($),Cost_Per_Student ($),Difficulty_Level,Completion_Status
8118,Course_8118,Office Tools,62,2245,62.28,LinkedIn Learning,115.54,4.01,259387.3,0.05,Long,Moderate
8119,Course_8119,Business,26,1389,98.83,edX,137.4,4.11,190848.6,0.1,Medium,High
8120,Course_8120,AI,42,2046,65.11,edX,89.28,4.05,182666.88,0.04,Medium,Moderate
8121,Course_8121,Business,52,644,83.71,Coursera,59.08,3.09,38047.52,0.09,Long,High
8122,Course_8122,Technology,63,422,69.58,edX,134.27,4.45,56661.94,0.32,Long,Moderate
8123,Course_8123,Finance,83,2201,67.54,Coursera,153.26,4.09,337325.26,0.07,Long,Moderate
8124,Course_8124,Finance,87,3012,56.83,Coursera,29.15,4.86,87799.8,0.01,Long,Moderate
8125,Course_8125,Office Tools,63,4075,55.08,Coursera,163.48,3.1,666181.0,0.04,Long,Moderate
8126,Course_8126,Design,69,2517,80.35,Udemy,76.58,4.38,192751.86,0.03,Long,High
8127,Course_8127,AI,94,1332,73.28,Udemy,13.1,4.59,17449.2,0.01,Long,High
8128,Course_8128,Programming,96,820,54.86,edX,159.39,4.66,130699.8,0.19,Long,Moderate
8129,Course_8129,Finance,39,2892,54.05,edX,170.37,4.98,492710.04,0.06,Medium,Moderate
8130,Course_8130,Marketing,74,4280,64.3,edX,161.04,4.68,689251.2,0.04,Long,Moderate
8131,Course_8131,AI,19,928,99.9,edX,40.58,4.73,37658.24,0.04,Short,High
8132,Course_8132,Business,17,1891,91.04,LinkedIn Learning,51.34,4.34,97083.94,0.03,Short,High
8133,Course_8133,Data Science,81,4830,73.64,edX,50.58,3.81,244301.4,0.01,Long,High
8134,Course_8134,Finance,79,1860,89.49,edX,23.02,4.25,42817.2,0.01,Long,High
8135,Course_8135,Business,62,4541,54.07,Coursera,97.66,4.35,443474.06,0.02,Long,Moderate
8136,Course_8136,Design,83,3979,80.31,Coursera,131.77,4.97,524312.83,0.03,Long,High
8137,Course_8137,Programming,96,3716,90.88,LinkedIn Learning,109.0,4.78,405044.0,0.03,Long,High
8138,Course_8138,Finance,47,1310,72.65,LinkedIn Learning,196.66,3.6,257624.6,0.15,Medium,High
8139,Course_8139,Programming,27,2100,50.79,Udemy,82.28,4.94,172788.0,0.04,Medium,Moderate
8140,Course_8140,AI,40,960,54.65,edX,48.68,4.66,46732.8,0.05,Medium,Moderate
8141,Course_8141,AI,80,1785,88.12,edX,120.15,4.66,214467.75,0.07,Long,High
8142,Course_8142,Business,65,4340,88.83,LinkedIn Learning,31.56,4.87,136970.4,0.01,Long,High
8143,Course_8143,Office Tools,26,3026,87.21,Udemy,12.67,3.16,38339.42,0.0,Medium,High
8144,Course_8144,Office Tools,31,1580,79.73,LinkedIn Learning,66.97,4.79,105812.6,0.04,Medium,High
8145,Course_8145,Design,56,1992,83.25,LinkedIn Learning,81.41,4.38,162168.72,0.04,Long,High
8146,Course_8146,Technology,48,2000,82.42,Coursera,100.18,4.98,200360.0,0.05,Medium,High
8147,Course_8147,Data Science,90,4887,96.04,edX,47.25,3.78,230910.75,0.01,Long,High
8148,Course_8148,Office Tools,58,4326,69.71,edX,99.24,4.97,429312.24,0.02,Long,Moderate
8149,Course_8149,Office Tools,73,4181,50.69,LinkedIn Learning,50.6,3.96,211558.6,0.01,Long,Moderate
8150,Course_8150,AI,99,4494,62.13,edX,190.24,4.36,854938.56,0.04,Long,Moderate
8151,Course_8151,Technology,52,1719,53.74,edX,167.5,5.0,287932.5,0.1,Long,Moderate
8152,Course_8152,Finance,48,3558,51.38,Coursera,98.17,3.21,349288.86,0.03,Medium,Moderate
8153,Course_8153,Business,14,4313,85.3,edX,96.72,4.79,417153.36,0.02,Short,High
8154,Course_8154,Marketing,29,1623,99.99,Udemy,131.94,3.64,214138.62,0.08,Medium,High
8155,Course_8155,Programming,85,460,66.23,edX,64.27,3.93,29564.2,0.14,Long,Moderate
8156,Course_8156,Design,22,4595,97.67,edX,126.59,4.24,581681.05,0.03,Medium,High
8157,Course_8157,Design,54,4575,78.51,edX,37.44,4.55,171288.0,0.01,Long,High
8158,Course_8158,Technology,66,2806,53.02,LinkedIn Learning,16.03,4.41,44980.18,0.01,Long,Moderate
8159,Course_8159,Programming,24,3518,75.51,Coursera,55.28,4.78,194475.04,0.02,Medium,High
8160,Course_8160,Office Tools,35,4933,79.15,Coursera,12.69,4.43,62599.77,0.0,Medium,High
8161,Course_8161,AI,58,1697,72.78,LinkedIn Learning,66.09,3.37,112154.73,0.04,Long,High
8162,Course_8162,Design,61,255,62.14,Coursera,13.07,3.44,3332.85,0.05,Long,Moderate
8163,Course_8163,Finance,12,2283,74.81,Udemy,74.92,4.19,171042.36,0.03,Short,High
8164,Course_8164,AI,32,4719,75.34,Udemy,97.13,4.81,458356.47,0.02,Medium,High
8165,Course_8165,Technology,94,1801,65.04,Coursera,19.71,3.96,35497.71,0.01,Long,Moderate
8166,Course_8166,Finance,72,4040,72.76,edX,167.49,4.83,676659.6,0.04,Long,High
8167,Course_8167,Office Tools,97,3864,65.25,LinkedIn Learning,165.05,3.91,637753.2,0.04,Long,Moderate
8168,Course_8168,Marketing,36,3547,84.68,Coursera,74.48,3.26,264180.56,0.02,Medium,High
8169,Course_8169,Finance,35,1477,96.7,Coursera,168.23,4.77,248475.71,0.11,Medium,High
8170,Course_8170,Marketing,39,4788,88.32,Coursera,190.65,4.1,912832.2,0.04,Medium,High
8171,Course_8171,Data Science,57,4188,78.94,Udemy,110.23,3.46,461643.24,0.03,Long,High
8172,Course_8172,AI,65,4430,62.12,Udemy,164.08,3.07,726874.4,0.04,Long,Moderate
8173,Course_8173,Programming,47,3262,98.5,LinkedIn Learning,103.07,3.78,336214.34,0.03,Medium,High
8174,Course_8174,AI,85,4523,94.99,LinkedIn Learning,140.54,4.11,635662.42,0.03,Long,High
8175,Course_8175,Data Science,58,3179,82.17,Coursera,83.88,4.25,266654.52,0.03,Long,High
8176,Course_8176,Data Science,37,2487,62.98,Coursera,117.55,3.84,292346.85,0.05,Medium,Moderate
8177,Course_8177,AI,84,344,73.05,Coursera,52.16,4.85,17943.04,0.15,Long,High
8178,Course_8178,Programming,100,3080,84.37,edX,85.98,4.59,264818.4,0.03,Long,High
8179,Course_8179,Data Science,53,362,95.3,Udemy,19.27,4.33,6975.74,0.05,Long,High
8180,Course_8180,Marketing,54,1151,81.24,Udemy,69.24,3.85,79695.24,0.06,Long,High
8181,Course_8181,Finance,67,1824,78.08,Udemy,78.91,3.64,143931.84,0.04,Long,High
8182,Course_8182,Technology,71,4041,96.65,Coursera,44.52,4.45,179905.32,0.01,Long,High
8183,Course_8183,Marketing,99,2022,79.33,LinkedIn Learning,163.39,4.62,330374.58,0.08,Long,High
8184,Course_8184,Finance,24,1897,99.67,LinkedIn Learning,137.36,3.98,260571.92,0.07,Medium,High
8185,Course_8185,Technology,19,4579,81.99,Udemy,32.28,3.79,147810.12,0.01,Short,High
8186,Course_8186,Programming,76,1106,99.14,Coursera,174.64,4.31,193151.84,0.16,Long,High
8187,Course_8187,Marketing,33,2248,72.14,Udemy,87.02,3.48,195620.96,0.04,Medium,High
8188,Course_8188,Business,44,4716,75.87,Udemy,12.84,3.67,60553.44,0.0,Medium,High
8189,Course_8189,Office Tools,91,4724,56.9,LinkedIn Learning,162.64,4.12,768311.36,0.03,Long,Moderate
8190,Course_8190,Design,93,1478,97.71,LinkedIn Learning,178.11,4.67,263246.58,0.12,Long,High
8191,Course_8191,AI,16,1712,85.79,edX,183.24,3.89,313706.88,0.11,Short,High
8192,Course_8192,AI,19,1118,59.39,edX,141.1,4.61,157749.8,0.13,Short,Moderate
8193,Course_8193,Design,28,3909,72.89,Coursera,40.44,4.62,158079.96,0.01,Medium,High
8194,Course_8194,AI,58,4407,85.15,LinkedIn Learning,153.34,4.19,675769.38,0.03,Long,High
8195,Course_8195,Programming,24,4906,97.39,Udemy,176.58,4.83,866301.48,0.04,Medium,High
8196,Course_8196,Finance,44,4712,55.58,LinkedIn Learning,147.74,4.26,696150.88,0.03,Medium,Moderate
8197,Course_8197,Business,92,1033,73.72,LinkedIn Learning,134.47,3.78,138907.51,0.13,Long,High
8198,Course_8198,Marketing,47,4615,95.55,LinkedIn Learning,94.78,4.06,437409.7,0.02,Medium,High
8199,Course_8199,Office Tools,71,2161,92.4,Coursera,111.25,3.87,240411.25,0.05,Long,High
8200,Course_8200,Business,94,112,98.55,Udemy,174.08,4.18,19496.96,1.55,Long,High
8201,Course_8201,Technology,18,821,86.21,LinkedIn Learning,50.51,4.7,41468.71,0.06,Short,High
8202,Course_8202,AI,69,4505,63.88,Coursera,27.89,4.97,125644.45,0.01,Long,Moderate
8203,Course_8203,Business,77,264,77.1,Udemy,74.12,4.13,19567.68,0.28,Long,High
8204,Course_8204,Marketing,93,4532,52.97,Coursera,129.37,4.12,586304.84,0.03,Long,Moderate
8205,Course_8205,Office Tools,84,1032,55.69,LinkedIn Learning,125.79,3.06,129815.28,0.12,Long,Moderate
8206,Course_8206,Design,77,197,82.14,Udemy,144.35,3.72,28436.95,0.73,Long,High
8207,Course_8207,Technology,78,410,50.78,Udemy,148.07,3.7,60708.7,0.36,Long,Moderate
8208,Course_8208,Finance,39,1785,79.12,edX,155.76,4.03,278031.6,0.09,Medium,High
8209,Course_8209,Data Science,72,4076,83.41,Udemy,151.97,3.69,619429.72,0.04,Long,High
8210,Course_8210,AI,96,2341,98.32,edX,47.32,4.2,110776.12,0.02,Long,High
8211,Course_8211,Design,72,2085,96.06,LinkedIn Learning,105.46,4.72,219884.1,0.05,Long,High
8212,Course_8212,Business,89,4555,80.43,edX,76.73,3.46,349505.15,0.02,Long,High
8213,Course_8213,Office Tools,63,4913,77.61,Udemy,155.45,3.95,763725.85,0.03,Long,High
8214,Course_8214,Marketing,99,2320,53.68,Udemy,30.43,4.08,70597.6,0.01,Long,Moderate
8215,Course_8215,Finance,31,103,69.12,LinkedIn Learning,11.92,4.06,1227.76,0.12,Medium,Moderate
8216,Course_8216,AI,82,4956,92.97,Coursera,161.75,4.57,801633.0,0.03,Long,High
8217,Course_8217,Office Tools,97,4542,59.55,LinkedIn Learning,110.2,3.03,500528.4,0.02,Long,Moderate
8218,Course_8218,AI,52,3522,71.6,Udemy,83.91,4.9,295531.02,0.02,Long,High
8219,Course_8219,Business,27,1227,64.12,Coursera,185.6,4.49,227731.2,0.15,Medium,Moderate
8220,Course_8220,Marketing,28,2153,77.09,Udemy,197.51,3.8,425239.03,0.09,Medium,High
8221,Course_8221,Programming,78,3852,81.33,LinkedIn Learning,36.29,4.62,139789.08,0.01,Long,High
8222,Course_8222,Finance,86,2985,77.38,Udemy,38.65,4.87,115370.25,0.01,Long,High
8223,Course_8223,Programming,15,1094,91.12,LinkedIn Learning,109.64,4.3,119946.16,0.1,Short,High
8224,Course_8224,Business,16,1857,56.04,edX,129.79,3.08,241020.03,0.07,Short,Moderate
8225,Course_8225,AI,60,334,95.03,Coursera,17.94,4.43,5991.96,0.05,Long,High
8226,Course_8226,Finance,44,2775,85.12,edX,185.09,3.02,513624.75,0.07,Medium,High
8227,Course_8227,Marketing,97,4695,53.23,Udemy,45.48,3.62,213528.6,0.01,Long,Moderate
8228,Course_8228,Data Science,23,4447,80.83,LinkedIn Learning,72.5,3.68,322407.5,0.02,Medium,High
8229,Course_8229,Marketing,92,4001,74.59,LinkedIn Learning,117.24,4.42,469077.24,0.03,Long,High
8230,Course_8230,Technology,48,2082,60.32,Coursera,186.83,3.64,388980.06,0.09,Medium,Moderate
8231,Course_8231,Design,88,4495,91.17,Udemy,193.63,3.56,870366.85,0.04,Long,High
8232,Course_8232,Technology,14,1395,64.68,Udemy,87.35,3.56,121853.25,0.06,Short,Moderate
8233,Course_8233,Finance,75,316,59.88,LinkedIn Learning,157.36,3.75,49725.76,0.5,Long,Moderate
8234,Course_8234,Programming,82,416,55.21,Udemy,17.02,3.25,7080.32,0.04,Long,Moderate
8235,Course_8235,Technology,92,2699,86.95,Udemy,147.73,3.89,398723.27,0.05,Long,High
8236,Course_8236,AI,91,384,86.17,LinkedIn Learning,186.5,4.48,71616.0,0.49,Long,High
8237,Course_8237,Office Tools,22,2334,75.04,Coursera,115.9,4.14,270510.6,0.05,Medium,High
8238,Course_8238,Business,36,4571,52.64,Coursera,188.22,3.93,860353.62,0.04,Medium,Moderate
8239,Course_8239,AI,57,2326,83.9,edX,168.87,4.75,392791.62,0.07,Long,High
8240,Course_8240,Technology,25,2404,89.11,LinkedIn Learning,113.75,4.07,273455.0,0.05,Medium,High
8241,Course_8241,Office Tools,97,288,92.23,Udemy,185.4,4.6,53395.2,0.64,Long,High
8242,Course_8242,Design,28,3325,83.75,Coursera,127.81,4.86,424968.25,0.04,Medium,High
8243,Course_8243,AI,70,3737,67.22,Coursera,81.03,4.41,302809.11,0.02,Long,Moderate
8244,Course_8244,Design,35,174,85.78,Udemy,120.72,3.94,21005.28,0.69,Medium,High
8245,Course_8245,Programming,21,2713,51.69,edX,145.39,4.62,394443.07,0.05,Medium,Moderate
8246,Course_8246,Programming,64,1904,81.46,Coursera,114.58,4.14,218160.32,0.06,Long,High
8247,Course_8247,Finance,97,1381,65.53,edX,89.24,3.25,123240.44,0.06,Long,Moderate
8248,Course_8248,AI,58,336,96.23,LinkedIn Learning,141.22,3.97,47449.92,0.42,Long,High
8249,Course_8249,Finance,53,4727,84.81,Udemy,179.7,4.92,849441.9,0.04,Long,High
8250,Course_8250,Business,89,1697,72.27,Udemy,145.17,4.99,246353.49,0.09,Long,High
8251,Course_8251,Design,72,1195,82.67,Udemy,187.93,3.22,224576.35,0.16,Long,High
8252,Course_8252,Programming,25,4290,70.01,Coursera,114.06,3.2,489317.4,0.03,Medium,High
8253,Course_8253,AI,95,296,57.49,edX,138.1,4.1,40877.6,0.47,Long,Moderate
8254,Course_8254,Marketing,87,4573,79.65,LinkedIn Learning,97.09,3.59,443992.57,0.02,Long,High
8255,Course_8255,Office Tools,81,2328,88.34,LinkedIn Learning,47.05,3.93,109532.4,0.02,Long,High
8256,Course_8256,Marketing,44,1762,60.84,Udemy,78.15,3.85,137700.3,0.04,Medium,Moderate
8257,Course_8257,Marketing,62,372,85.23,LinkedIn Learning,106.17,3.34,39495.24,0.29,Long,High
8258,Course_8258,Finance,32,1091,65.75,LinkedIn Learning,152.84,4.58,166748.44,0.14,Medium,Moderate
8259,Course_8259,Technology,54,3509,83.9,edX,44.77,4.08,157097.93,0.01,Long,High
8260,Course_8260,Marketing,47,4409,70.49,edX,111.33,3.46,490853.97,0.03,Medium,High
8261,Course_8261,Marketing,41,2650,67.9,LinkedIn Learning,158.83,3.84,420899.5,0.06,Medium,Moderate
8262,Course_8262,Business,34,3229,81.5,Udemy,101.3,3.21,327097.7,0.03,Medium,High
8263,Course_8263,AI,64,4300,86.88,Coursera,130.18,4.09,559774.0,0.03,Long,High
8264,Course_8264,Marketing,80,1673,67.87,Udemy,122.5,3.8,204942.5,0.07,Long,Moderate
8265,Course_8265,Technology,63,3120,72.21,Coursera,12.36,4.43,38563.2,0.0,Long,High
8266,Course_8266,AI,29,4770,84.95,Coursera,170.8,3.46,814716.0,0.04,Medium,High
8267,Course_8267,Data Science,49,690,65.61,Coursera,80.17,3.59,55317.3,0.12,Medium,Moderate
8268,Course_8268,Office Tools,96,3594,83.21,LinkedIn Learning,193.88,3.24,696804.72,0.05,Long,High
8269,Course_8269,Finance,75,376,71.42,Udemy,126.31,4.04,47492.56,0.34,Long,High
8270,Course_8270,Business,89,1754,52.64,Udemy,114.6,3.46,201008.4,0.07,Long,Moderate
8271,Course_8271,Finance,54,3081,90.13,Coursera,195.02,4.1,600856.62,0.06,Long,High
8272,Course_8272,AI,78,3390,55.3,edX,129.45,3.64,438835.5,0.04,Long,Moderate
8273,Course_8273,Design,34,4358,54.75,edX,141.02,4.26,614565.16,0.03,Medium,Moderate
8274,Course_8274,Programming,50,1612,93.71,Coursera,136.03,4.08,219280.36,0.08,Medium,High
8275,Course_8275,Data Science,90,4042,76.8,LinkedIn Learning,171.33,3.36,692515.86,0.04,Long,High
8276,Course_8276,Marketing,19,759,92.08,LinkedIn Learning,107.67,3.76,81721.53,0.14,Short,High
8277,Course_8277,Finance,29,2966,63.94,LinkedIn Learning,179.78,4.08,533227.48,0.06,Medium,Moderate
8278,Course_8278,Finance,70,676,61.97,Coursera,50.74,4.73,34300.24,0.08,Long,Moderate
8279,Course_8279,Programming,16,3781,52.01,edX,58.65,4.59,221755.65,0.02,Short,Moderate
8280,Course_8280,Programming,32,3986,79.09,Udemy,73.74,4.06,293927.64,0.02,Medium,High
8281,Course_8281,Programming,72,744,61.58,Udemy,181.08,4.35,134723.52,0.24,Long,Moderate
8282,Course_8282,Office Tools,84,4969,88.31,Coursera,162.41,4.84,807015.29,0.03,Long,High
8283,Course_8283,AI,14,3704,56.54,LinkedIn Learning,71.74,4.19,265724.96,0.02,Short,Moderate
8284,Course_8284,Business,59,1381,75.13,Udemy,98.01,4.47,135351.81,0.07,Long,High
8285,Course_8285,Finance,66,4710,71.28,Coursera,174.61,4.01,822413.1,0.04,Long,High
8286,Course_8286,Technology,100,632,52.86,Udemy,139.82,3.4,88366.24,0.22,Long,Moderate
8287,Course_8287,Finance,12,4385,73.75,edX,159.49,3.24,699363.65,0.04,Short,High
8288,Course_8288,AI,91,4242,72.09,LinkedIn Learning,77.66,4.59,329433.72,0.02,Long,High
8289,Course_8289,Marketing,15,1811,80.14,Coursera,151.31,3.02,274022.41,0.08,Short,High
8290,Course_8290,Programming,28,1869,50.12,Udemy,85.59,3.96,159967.71,0.05,Medium,Moderate
8291,Course_8291,Office Tools,93,119,70.31,LinkedIn Learning,179.2,4.07,21324.8,1.51,Long,High
8292,Course_8292,Data Science,38,665,73.74,edX,175.61,4.77,116780.65,0.26,Medium,High
8293,Course_8293,AI,96,3095,62.83,LinkedIn Learning,193.46,3.36,598758.7,0.06,Long,Moderate
8294,Course_8294,Technology,66,4851,53.79,edX,38.95,4.12,188946.45,0.01,Long,Moderate
8295,Course_8295,Business,38,1036,65.28,Coursera,151.43,4.33,156881.48,0.15,Medium,Moderate
8296,Course_8296,Office Tools,89,3820,81.95,LinkedIn Learning,121.64,4.19,464664.8,0.03,Long,High
8297,Course_8297,Data Science,69,1400,55.72,Coursera,152.77,4.73,213878.0,0.11,Long,Moderate
8298,Course_8298,Data Science,26,4308,77.7,LinkedIn Learning,164.12,4.77,707028.96,0.04,Medium,High
8299,Course_8299,Design,51,2250,86.0,LinkedIn Learning,166.61,4.81,374872.5,0.07,Long,High
8300,Course_8300,Finance,38,3596,84.61,LinkedIn Learning,89.42,4.47,321554.32,0.02,Medium,High
8301,Course_8301,Programming,69,2579,67.4,Udemy,120.95,4.08,311930.05,0.05,Long,Moderate
8302,Course_8302,AI,12,182,81.92,LinkedIn Learning,98.22,3.08,17876.04,0.54,Short,High
8303,Course_8303,Data Science,82,1879,92.06,edX,145.62,3.63,273619.98,0.08,Long,High
8304,Course_8304,Design,50,2497,74.5,edX,189.5,4.33,473181.5,0.08,Medium,High
8305,Course_8305,Business,81,4147,65.87,LinkedIn Learning,105.22,3.67,436347.34,0.03,Long,Moderate
8306,Course_8306,AI,67,4396,79.13,edX,64.56,3.78,283805.76,0.01,Long,High
8307,Course_8307,AI,21,2302,88.08,Udemy,92.73,4.47,213464.46,0.04,Medium,High
8308,Course_8308,Technology,42,1387,75.1,LinkedIn Learning,14.72,4.29,20416.64,0.01,Medium,High
8309,Course_8309,AI,29,1586,56.33,Coursera,148.07,3.79,234839.02,0.09,Medium,Moderate
8310,Course_8310,Programming,49,2705,59.74,edX,143.98,3.74,389465.9,0.05,Medium,Moderate
8311,Course_8311,Marketing,47,4715,99.38,edX,159.11,3.78,750203.65,0.03,Medium,High
8312,Course_8312,Finance,93,4747,66.74,LinkedIn Learning,131.29,4.87,623233.63,0.03,Long,Moderate
8313,Course_8313,Programming,85,331,56.11,Coursera,55.46,3.74,18357.26,0.17,Long,Moderate
8314,Course_8314,Technology,50,3543,99.33,edX,155.93,3.58,552459.99,0.04,Medium,High
8315,Course_8315,Marketing,27,2518,90.58,LinkedIn Learning,152.92,4.96,385052.56,0.06,Medium,High
8316,Course_8316,Office Tools,92,1686,85.96,Coursera,58.48,3.03,98597.28,0.03,Long,High
8317,Course_8317,Finance,21,1480,54.37,edX,19.6,4.6,29008.0,0.01,Medium,Moderate
8318,Course_8318,AI,62,178,92.05,edX,29.85,3.85,5313.3,0.17,Long,High
8319,Course_8319,Office Tools,17,2515,77.47,Coursera,130.25,3.79,327578.75,0.05,Short,High
8320,Course_8320,Office Tools,46,1754,97.48,edX,125.03,3.68,219302.62,0.07,Medium,High
8321,Course_8321,Business,82,2352,76.55,Udemy,103.08,3.6,242444.16,0.04,Long,High
8322,Course_8322,Office Tools,16,4188,70.42,LinkedIn Learning,131.06,3.44,548879.28,0.03,Short,High
8323,Course_8323,AI,11,3738,50.28,edX,147.83,3.25,552588.54,0.04,Short,Moderate
8324,Course_8324,Technology,17,3716,69.0,edX,98.44,4.65,365803.04,0.03,Short,Moderate
8325,Course_8325,Business,71,405,78.99,Udemy,151.29,3.64,61272.45,0.37,Long,High
8326,Course_8326,Design,26,1175,80.08,LinkedIn Learning,152.43,4.38,179105.25,0.13,Medium,High
8327,Course_8327,Programming,26,3866,74.17,Udemy,16.15,3.96,62435.9,0.0,Medium,High
8328,Course_8328,Finance,13,3281,57.7,Coursera,145.3,4.69,476729.3,0.04,Short,Moderate
8329,Course_8329,Finance,94,3239,92.1,Coursera,34.81,3.55,112749.59,0.01,Long,High
8330,Course_8330,Technology,82,2203,59.85,Udemy,158.52,3.69,349219.56,0.07,Long,Moderate
8331,Course_8331,Finance,51,2617,96.38,Coursera,39.38,4.13,103057.46,0.02,Long,High
8332,Course_8332,Finance,26,4858,95.47,edX,147.65,4.85,717283.7,0.03,Medium,High
8333,Course_8333,Design,64,2312,83.32,Coursera,45.43,3.72,105034.16,0.02,Long,High
8334,Course_8334,Programming,57,176,94.35,LinkedIn Learning,23.87,4.77,4201.12,0.14,Long,High
8335,Course_8335,AI,19,1196,84.21,Coursera,173.01,4.82,206919.96,0.14,Short,High
8336,Course_8336,Technology,15,4879,87.46,edX,175.81,3.96,857776.99,0.04,Short,High
8337,Course_8337,Technology,60,1087,56.48,edX,159.71,4.05,173604.77,0.15,Long,Moderate
8338,Course_8338,Design,70,2432,89.76,edX,29.77,4.64,72400.64,0.01,Long,High
8339,Course_8339,Finance,84,1700,96.77,Coursera,100.95,4.77,171615.0,0.06,Long,High
8340,Course_8340,Finance,82,4194,60.54,edX,173.18,4.19,726316.92,0.04,Long,Moderate
8341,Course_8341,Office Tools,12,4497,91.92,Coursera,33.6,3.72,151099.2,0.01,Short,High
8342,Course_8342,Marketing,98,1242,56.58,Coursera,197.31,4.6,245059.02,0.16,Long,Moderate
8343,Course_8343,Data Science,79,1866,78.78,LinkedIn Learning,161.62,4.23,301582.92,0.09,Long,High
8344,Course_8344,Business,21,553,80.94,edX,122.07,4.59,67504.71,0.22,Medium,High
8345,Course_8345,Technology,94,1627,88.92,edX,144.99,4.78,235898.73,0.09,Long,High
8346,Course_8346,Design,80,3431,67.37,Udemy,170.52,4.17,585054.12,0.05,Long,Moderate
8347,Course_8347,Business,33,1880,69.79,LinkedIn Learning,40.83,3.25,76760.4,0.02,Medium,Moderate
8348,Course_8348,Programming,23,4047,56.89,LinkedIn Learning,30.9,3.03,125052.3,0.01,Medium,Moderate
8349,Course_8349,Technology,65,2298,68.19,LinkedIn Learning,140.72,4.73,323374.56,0.06,Long,Moderate
8350,Course_8350,Office Tools,68,2707,75.53,edX,130.96,4.71,354508.72,0.05,Long,High
8351,Course_8351,Technology,16,1032,94.22,LinkedIn Learning,181.45,4.43,187256.4,0.18,Short,High
8352,Course_8352,Business,40,4113,74.39,LinkedIn Learning,74.71,4.91,307282.23,0.02,Medium,High
8353,Course_8353,Finance,35,451,82.99,Udemy,75.02,4.03,33834.02,0.17,Medium,High
8354,Course_8354,Technology,79,2566,73.95,LinkedIn Learning,46.45,3.53,119190.7,0.02,Long,High
8355,Course_8355,Marketing,38,989,83.72,LinkedIn Learning,110.25,4.07,109037.25,0.11,Medium,High
8356,Course_8356,Data Science,18,4049,65.82,Udemy,36.9,4.17,149408.1,0.01,Short,Moderate
8357,Course_8357,Marketing,60,204,67.06,Udemy,121.27,4.39,24739.08,0.59,Long,Moderate
8358,Course_8358,Programming,49,3643,68.41,Udemy,79.49,4.43,289582.07,0.02,Medium,Moderate
8359,Course_8359,Office Tools,29,401,72.75,edX,151.94,3.01,60927.94,0.38,Medium,High
8360,Course_8360,Programming,45,394,67.61,Udemy,92.52,4.22,36452.88,0.23,Medium,Moderate
8361,Course_8361,Programming,31,1276,76.06,edX,174.11,4.2,222164.36,0.14,Medium,High
8362,Course_8362,Programming,49,4425,56.23,Udemy,39.93,3.1,176690.25,0.01,Medium,Moderate
8363,Course_8363,Data Science,46,2190,73.74,LinkedIn Learning,134.09,4.34,293657.1,0.06,Medium,High
8364,Course_8364,Finance,35,522,99.64,Udemy,77.45,3.86,40428.9,0.15,Medium,High
8365,Course_8365,Data Science,43,4520,60.5,Udemy,84.6,3.65,382392.0,0.02,Medium,Moderate
8366,Course_8366,Marketing,100,1283,66.45,LinkedIn Learning,100.04,3.95,128351.32,0.08,Long,Moderate
8367,Course_8367,Office Tools,69,1329,97.06,edX,40.56,3.51,53904.24,0.03,Long,High
8368,Course_8368,AI,30,1443,62.68,LinkedIn Learning,62.65,3.37,90403.95,0.04,Medium,Moderate
8369,Course_8369,Business,40,2112,80.0,LinkedIn Learning,30.46,3.0,64331.52,0.01,Medium,High
8370,Course_8370,AI,52,4128,54.34,LinkedIn Learning,169.99,3.21,701718.72,0.04,Long,Moderate
8371,Course_8371,AI,10,1634,61.75,LinkedIn Learning,63.64,4.88,103987.76,0.04,Short,Moderate
8372,Course_8372,Design,81,4070,77.92,Udemy,161.89,3.6,658892.3,0.04,Long,High
8373,Course_8373,Finance,37,1444,96.89,Udemy,74.69,3.2,107852.36,0.05,Medium,High
8374,Course_8374,Marketing,95,4339,54.15,LinkedIn Learning,33.03,3.98,143317.17,0.01,Long,Moderate
8375,Course_8375,Data Science,14,3765,74.43,Udemy,163.92,4.95,617158.8,0.04,Short,High
8376,Course_8376,AI,96,890,72.35,Udemy,35.78,4.95,31844.2,0.04,Long,High
8377,Course_8377,AI,27,486,91.95,Coursera,161.12,4.9,78304.32,0.33,Medium,High
8378,Course_8378,Business,67,1330,65.9,edX,146.59,4.87,194964.7,0.11,Long,Moderate
8379,Course_8379,Marketing,71,189,99.79,Coursera,42.61,4.43,8053.29,0.23,Long,High
8380,Course_8380,AI,23,1073,73.57,edX,13.27,3.73,14238.71,0.01,Medium,High
8381,Course_8381,Data Science,87,4978,65.1,LinkedIn Learning,24.9,4.42,123952.2,0.01,Long,Moderate
8382,Course_8382,AI,33,1540,53.44,Coursera,160.21,3.75,246723.4,0.1,Medium,Moderate
8383,Course_8383,Marketing,17,1958,54.59,Coursera,112.27,3.27,219824.66,0.06,Short,Moderate
8384,Course_8384,Technology,13,2851,90.22,edX,168.11,3.92,479281.61,0.06,Short,High
8385,Course_8385,Technology,93,4088,63.11,LinkedIn Learning,178.49,4.16,729667.12,0.04,Long,Moderate
8386,Course_8386,AI,11,3032,87.72,edX,116.58,4.7,353470.56,0.04,Short,High
8387,Course_8387,Finance,50,669,65.89,Udemy,141.23,3.49,94482.87,0.21,Medium,Moderate
8388,Course_8388,Data Science,94,1401,63.24,Udemy,65.49,3.4,91751.49,0.05,Long,Moderate
